10 12 14

-12,-76,3235,3968,12.43
-80,-128,3235,5512,12.49
-64,-148,3235,5600,11.94
8,-152,3235,4792,12.19
32,-152,3235,4504,12.25
-32,-140,3235,5104,12.19
4,-156,3235,4896,12.19
-28,-152,3235,5224,12.19
-20,-136,3235,4904,12.19
-24,-168,3235,5400,12.13
-56,-136,3235,5336,12.13
-72,-148,3235,5696,12.13
-96,-132,3235,5760,12.07
-80,-144,3235,5736,12.07
-104,-148,3235,6080,12.07
-104,-116,3235,5632,12.00
-108,-116,3235,5680,12.00
-96,-124,3235,5648,12.00
-120,-104,3235,5656,12.00
-124,-112,3235,5816,12.00
-112,-100,3235,5504,12.00
-76,-88,3235,4904,12.00
-112,-64,3235,5000,12.00
-68,-72,3235,4584,12.00
-80,-72,3235,4728,12.07
-72,-68,3235,4576,12.00
-72,-40,3125,4184,12.07
-72,-28,3005,4016,12.07
-88,-12,2845,3984,12.00
-92,8,2645,3976,12.07
-112,0,2725,4104,12.07
-52,-36,3085,3888,12.07
-80,-52,3235,4448,12.07
-72,-28,3005,4016,12.07
-84,-12,2845,3936,12.00
-48,12,2605,3504,12.07
-40,44,2285,3856,12.07
-16,36,2365,3456,12.07
8,0,2725,2760,12.07
204,-36,3085,2760,12.07
84,16,2565,2760,12.37
-20,-4,2765,3056,12.37
-8,0,2725,2856,12.37
72,-12,2845,2760,12.25
24,-12,2845,2760,12.37
24,-4,2765,2760,12.43
28,4,2685,2760,12.37
20,-4,2765,2760,12.43
28,-8,2805,2760,12.43
24,4,2685,2760,12.43
24,0,2725,2760,12.43
28,0,2725,2760,12.37
24,-8,2805,2760,12.43
40,-4,2725,2760,12.37
20,-12,2725,2760,12.43
28,-8,2725,2760,12.43
24,4,2725,2760,12.43
