65.535 65.535 65.535

-52,-56,3235,6700,12.61
-100,-116,3235,6700,12.61
-52,-132,3235,6700,12.19
4,-140,3235,6700,12.25
36,-132,3235,6700,12.25
8,-116,3235,6700,12.25
-24,-152,3235,6700,12.25
4,-120,3235,6700,12.25
-8,-144,3235,6700,12.25
-44,-164,3235,6700,12.19
-48,-144,3235,6700,12.19
-96,-132,3235,6700,12.13
-108,-148,3235,6700,12.19
-104,-120,3235,6700,12.07
-120,-128,3235,6700,12.13
-96,-128,3235,6700,12.13
-88,-124,3235,6700,12.07
-100,-124,3235,6700,12.07
-96,-84,3235,6700,12.07
-96,-92,3235,6700,12.07
-76,-84,3235,6700,12.07
-80,-64,3235,6700,12.07
-84,-60,3235,6700,12.07
-72,-40,3235,6700,12.13
-108,-32,3235,6700,12.07
-48,-84,3235,6700,12.13
-72,-36,3235,6700,12.07
-92,-24,3235,6700,12.07
-100,-40,3235,6700,12.13
-76,-36,3235,6700,12.13
-84,-24,3235,6700,12.13
-88,-4,2987,6700,12.13
-96,0,2725,6700,12.07
-72,20,2215,6700,12.07
-68,44,2215,6700,12.13
-40,20,2215,6691,12.13
-36,4,2462,5381,12.13
-36,-20,3235,6429,12.13
-20,-44,3235,6700,12.13
-4,-80,3235,6700,12.07
12,-24,3235,3545,12.13
16,-32,3235,3808,12.19
60,-40,3235,2760,12.19
272,28,2215,2760,12.19
140,12,2215,2760,12.43
24,0,2725,2760,12.37
40,4,2462,2760,12.43
36,-4,2987,2760,12.49
40,-8,3235,2760,12.49
40,-8,3235,2760,12.49
32,0,2725,2760,12.49
56,-24,3235,2760,12.49
36,0,2725,2760,12.49
40,8,2215,2760,12.49
32,-8,3235,2760,12.49
44,8,2215,2760,12.37
40,-4,2987,2760,12.37
44,8,2215,2760,12.37
40,-24,3235,2760,12.37
36,8,2215,2760,12.37
40,-4,2987,2760,12.37
36,4,2462,2760,12.37
32,-16,3235,2760,12.37
24,-4,2987,2760,12.49
52,-8,3235,2760,12.37
32,-4,2987,2760,12.49
40,-8,3235,2760,12.49
28,-8,3235,2760,12.49
36,4,2462,2760,12.49
40,-4,2725,2760,12.49
