6 18 18

-48,-144,3235,6216,12.13
-40,-176,3235,6648,12.13
-44,-144,3235,6144,12.07
-52,-188,3235,6700,12.07
-92,-180,3235,6700,12.07
-76,-164,3235,6700,12.00
-84,-148,3235,6700,12.00
-96,-136,3235,6700,12.00
-88,-132,3235,6700,12.00
-80,-124,3235,6432,12.00
-84,-128,3235,6576,12.00
-96,-124,3235,6700,12.00
-96,-96,3235,6216,12.00
-80,-88,3235,5784,12.00
-92,-68,3133,5640,11.94
-48,-68,3133,4848,12.00
-68,-44,2989,4776,12.00
-68,-76,3181,5352,12.00
-76,-76,3181,5496,12.00
-76,-64,3109,5280,12.07
-88,-48,3013,5208,12.00
-80,-60,3085,5280,12.00
-76,-64,3109,5280,12.07
-84,4,2701,4344,12.00
-72,16,2629,4344,12.00
-84,-28,2893,4776,12.07
-80,-56,3061,5208,12.00
-76,-40,2965,4848,12.07
-88,-8,2773,4488,12.00
-36,4,2701,3480,12.00
16,-12,2797,2760,12.07
196,-24,2869,2760,12.07
52,-8,2773,2760,12.31
-40,-4,2749,3552,12.31
-140,-16,2821,5568,12.31
-24,0,2725,3192,12.00
100,16,2629,2760,12.00
156,4,2701,2760,12.19
100,-8,2773,2760,12.31
36,0,2725,2760,12.31
48,-8,2773,2760,12.31
44,4,2701,2760,12.37
52,4,2701,2760,12.37
40,4,2701,2760,12.37
44,0,2725,2760,12.37
52,-4,2725,2760,12.37
28,-4,2725,2760,12.37
60,8,2725,2760,12.37
36,-4,2725,2760,12.37






