10 12 18

Please enter a 5 digit gain constant (of the form : xx.xxx) 
New Y drive gain is 18
-24,-108,3235,4992,12.43
-140,-120,3235,6600,12.49
-36,-136,3235,5640,12.13
4,-132,3235,5088,12.13
-28,-116,3235,5184,12.19
0,-136,3235,5208,12.19
-36,-156,3235,6000,12.19
-24,-104,3235,4920,12.13
-24,-152,3235,5784,12.13
-48,-156,3235,6144,12.13
-60,-172,3235,6576,12.13
-76,-176,3235,6700,12.07
-88,-164,3235,6700,12.13
-76,-144,3235,6264,12.07
-80,-140,3235,6240,12.07
-88,-136,3235,6264,12.07
-92,-128,3235,6168,12.00
-104,-132,3235,6384,12.00
-112,-128,3235,6408,12.00
-48,-112,3235,5352,12.00
-104,-100,3235,5808,11.94
-104,-96,3235,5736,12.00
-84,-96,3235,5496,12.00
-76,-76,3235,5040,12.07
-88,-72,3235,5112,12.00
-72,-64,3235,4776,12.07
-44,-56,3235,4296,12.07
-52,-52,3235,4320,12.00
-92,-40,3125,4584,12.00
-96,-20,2925,4272,12.00
-104,-16,2885,4296,12.07
-96,-12,2845,4128,12.07
-72,-40,3125,4344,12.07
-52,-56,3235,4392,12.00
-76,-36,3085,4320,12.00
-84,-8,2805,3912,12.00
-92,32,2405,4440,12.00
-28,40,2325,3816,12.07
-4,4,2685,2880,12.07
156,-40,3125,2760,12.00
-32,-4,2765,3216,12.31
-32,-24,2965,3576,12.37
-80,-20,2925,4080,12.07
-4,-12,2845,3024,11.94
140,4,2685,2760,12.07
116,-4,2765,2760,12.37
-4,4,2685,2880,12.37
44,0,2725,2760,12.37
36,-4,2765,2760,12.31
24,0,2725,2760,12.37
32,0,2725,2760,12.37
32,-8,2805,2760,12.43
40,-4,2765,2760,12.37
32,0,2725,2760,12.37
28,-4,2765,2760,12.37
36,0,2725,2760,12.43
28,4,2685,2760,12.43
28,-4,2765,2760,12.43
32,-8,2805,2760,12.37
36,-8,2805,2760,12.37
28,4,2685,2760,12.43
28,8,2645,2760,12.37
32,-4,2725,2760,12.43
44,-12,2725,2760,12.37
28,8,2725,2760,12.43
32,0,2725,2760,12.43
