2 12 18 (went very wide)

4,-76,2877,4080,12.37
-140,-92,2909,6096,12.49
-36,-108,2941,5136,12.13
24,-108,2941,4416,12.13
12,-124,2973,4848,12.19
32,-132,2989,4752,12.19
48,-152,3029,4920,12.19
24,-108,2941,4416,12.19
16,-148,3021,5232,12.13
16,-156,3037,5376,12.19
4,-144,3013,5304,12.19
24,-172,3069,5568,12.13
-8,-168,3061,5880,12.19
4,-168,3061,5736,12.13
-28,-180,3085,6336,12.13
-16,-168,3061,5976,12.13
-32,-176,3077,6312,12.13
-4,-212,3149,6624,12.13
-12,-200,3125,6504,12.07
-36,-216,3157,6700,12.07
-60,-204,3133,6700,12.07
-36,-180,3085,6432,12.07
-24,-192,3109,6504,12.07
-32,-168,3061,6168,12.00
-76,-176,3077,6700,12.00
-64,-180,3085,6700,12.00
-64,-192,3109,6700,12.00
-76,-164,3053,6624,12.00
-76,-164,3053,6624,12.00
-64,-156,3037,6336,11.94
-76,-112,2949,5688,11.94
-88,-104,2933,5688,12.00
-24,-60,2845,4128,12.00
-44,-96,2917,5016,12.07
-84,-76,2877,5136,12.00
-100,-92,2909,5616,12.00
-92,-76,2877,5232,12.00
-80,-68,2861,4944,12.00
-104,-72,2869,5304,12.00
-104,-84,2893,5520,12.00
-88,-104,2933,5688,12.00
-128,-88,2901,5880,11.94
-88,-64,2853,4968,12.00
-92,-84,2893,5376,12.00
-84,-64,2853,4920,12.00
-52,-52,2829,4320,12.00
-56,-60,2845,4512,12.00
-60,-60,2845,4560,12.00
-28,-60,2845,4176,12.00
8,-28,2781,3168,12.07
116,16,2693,2760,12.07
136,-4,2733,2760,12.31
88,12,2701,2760,12.31
16,8,2709,2760,12.37
32,-4,2733,2760,12.31
32,4,2717,2760,12.37
28,8,2709,2760,12.37
28,4,2717,2760,12.37
36,4,2717,2760,12.37
40,8,2709,2760,12.37
36,8,2709,2760,12.37
36,0,2725,2760,12.37
20,8,2725,2760,12.37
