14 12 18

-20,-136,3235,5448,12.43
-100,-104,3235,5832,12.49
-32,-168,3235,6168,12.13
-12,-156,3235,5712,12.07
12,-188,3235,6000,12.13
-20,-152,3235,5736,12.13
12,-144,3235,5208,12.13
-36,-184,3235,6504,12.13
-20,-156,3235,5808,12.07
-44,-172,3235,6384,12.13
-52,-152,3235,6120,12.07
-84,-164,3235,6700,12.07
-60,-172,3235,6576,12.07
-84,-152,3235,6504,12.00
-92,-164,3235,6700,12.00
-112,-136,3235,6552,12.07
-72,-132,3235,6000,12.00
-80,-116,3235,5808,12.00
-92,-124,3235,6096,12.00
-88,-116,3235,5904,11.94
-100,-96,3235,5688,12.00
-72,-100,3235,5424,12.00
-76,-108,3235,5616,12.00
-80,-84,3235,5232,12.00
-84,-60,3235,4848,12.00
-64,-60,3235,4608,12.07
-52,-64,3235,4536,12.07
-68,-80,3235,5016,12.00
-76,-36,3229,4320,12.07
-88,4,2669,3888,12.07
-92,12,2557,4080,12.00
-68,-8,2837,3720,12.00
-84,-48,3235,4632,12.00
-84,-44,3235,4560,12.00
-76,40,2215,4392,12.07
-28,52,2215,4032,12.07
24,32,2277,3048,12.00
164,-44,3235,2760,12.00
80,-20,3005,2760,12.25
0,0,2725,2760,12.25
8,-4,2781,2760,12.37
24,-4,2781,2760,12.37
20,0,2725,2760,12.37
16,-4,2781,2760,12.37
16,-16,2949,2856,12.37
12,-8,2837,2760,12.37
24,-12,2893,2760,12.37
8,-8,2837,2808,12.37
24,-4,2781,2760,12.37
16,-8,2837,2760,12.37
20,-4,2781,2760,12.37
8,12,2557,2880,12.37
12,-12,2893,2832,12.37
28,-20,3005,2784,12.31
16,0,2725,2760,12.37
24,0,2725,2760,12.37
20,-8,2837,2760,12.37
28,-8,2725,2760,12.37
16,0,2725,2760,12.37
32,-8,2725,2760,12.37
