10 12 10

12,-104,3235,2760,12.43
12,-108,3235,2760,12.55
36,-92,3235,3248,12.49
-76,-132,3235,4992,12.49
-76,-144,3235,5112,12.31
-36,-116,3235,4352,12.13
28,-144,3235,3864,12.19
20,-168,3235,4200,12.19
-40,-128,3235,4520,12.19
-24,-140,3235,4448,12.19
-48,-152,3235,4856,12.19
-40,-164,3235,4880,12.19
-56,-160,3235,5032,12.19
-60,-148,3235,4960,12.13
-76,-148,3235,5152,12.07
-100,-144,3235,5400,12.13
-92,-152,3235,5384,12.07
-116,-148,3235,5632,12.07
-128,-148,3235,5776,12.07
-100,-116,3235,5120,12.07
-116,-116,3235,5312,12.07
-84,-116,3235,4928,12.07
-100,-96,3235,4920,12.07
-100,-84,3235,4800,12.00
-72,-92,3235,4544,12.00
-88,-64,3235,4456,12.00
-72,-56,3235,4184,12.00
-80,-56,3235,4280,12.00
-76,-60,3235,4272,12.00
-80,-36,3085,4080,12.07
-68,-32,3045,3896,12.07
-88,-24,2965,4056,12.07
-88,-24,2965,4056,12.07
-108,-36,3085,4416,12.07
-96,-36,3085,4272,12.07
-112,-8,2805,4184,12.07
-104,16,2565,4168,12.07
-60,32,2405,3800,12.13
-52,24,2485,3624,12.07
-44,-24,2965,3528,12.07
-40,-60,3235,3840,12.07
4,-40,3125,3112,12.07
120,32,2405,2760,12.13
160,16,2565,2760,12.37
64,-8,2805,2760,12.25
4,0,2725,2760,12.43
36,0,2725,2760,12.37
36,0,2725,2760,12.37
28,0,2725,2760,12.43
32,4,2685,2760,12.43
36,4,2685,2760,12.43
36,8,2645,2760,12.43
40,-4,2765,2760,12.43
40,0,2725,2760,12.43
28,4,2685,2760,12.43
36,4,2685,2760,12.43
32,8,2645,2760,12.43
36,-4,2765,2760,12.43
44,-4,2765,2760,12.43
32,8,2645,2760,12.43
40,8,2645,2760,12.43
32,8,2645,2760,12.43
28,0,2725,2760,12.43
28,4,2725,2760,12.43
